Sl.No,District Name,Taluk Name,Village Name,Shop Code,Shop Name
10639,Karur,Aravakurichi (Tk),Pallapatti,12BC003PN,Pallapatty-3
10640,Karur,Aravakurichi (Tk),Pallapatti,12BC004PN,Pallapatty-4
10641,Karur,Aravakurichi (Tk),Pallapatti,12BC005PN,Pallapatty-5
10642,Karur,Aravakurichi (Tk),Pallapatti,12BC006PN,Pallapatty-6
10643,Karur,Aravakurichi (Tk),Pallapatti,12BC020PN,Pallapatty-12
10644,Karur,Aravakurichi (Tk),Pallapatti,12BC007PN,Pallapatty-7
10645,Karur,Aravakurichi (Tk),Pallapatti,12BC015PN,Pallapatty-8
10646,Karur,Aravakurichi (Tk),Pallapatti,12BC016PN,Pallapatty-9
10647,Karur,Aravakurichi (Tk),Pallapatti,12BC017PN,Pallapatty-10
10648,Karur,Aravakurichi (Tk),Pallapatti,12BC021PN,Pallapatty-11
10649,Karur,Aravakurichi (Tk),Modakkur West,12BP007PN,Kovilur
10650,Karur,Aravakurichi (Tk),Erumarpatti,12BP015PN,Eurumarpatty
10651,Karur,Aravakurichi (Tk),Pavithiram,12BP038PN,Pavithram-2
10652,Karur,Aravakurichi (Tk),Pavithiram,12BP039PY,Pavithram-1
10653,Karur,Aravakurichi (Tk),Pavithiram,12BP039P1,Pallamaruthapatti
10654,Karur,Aravakurichi (Tk),Monjanur,12BP059PN,E R Puram
10655,Karur,Aravakurichi (Tk),Monjanur,12BP060PY,Thottampatti
10656,Karur,Aravakurichi (Tk),Monjanur,12BP060P1,Poondipalayam
10657,Karur,Aravakurichi (Tk),Lingamanayakkanpatti,12BP014PN,Lingamanayakkanpatty
10658,Karur,Aravakurichi (Tk),Esanatham,12BP020PN,Esanatham
10659,Karur,Aravakurichi (Tk),Esanatham,12BP021PY,Kullamapatty
10660,Karur,Aravakurichi (Tk),Esanatham,12BP021P1,E Alamarathupatti
10661,Karur,Aravakurichi (Tk),Esanatham,12BP061PN,Esanathmputhur
10662,Karur,Aravakurichi (Tk),Periya Manjuvali,12BP018PY,Periyamansuvali
10663,Karur,Aravakurichi (Tk),Periya Manjuvali,12BP018P1,Vellampatti
10664,Karur,Aravakurichi (Tk),Periya Manjuvali,12BP018P2,Kiriyappanaikanur
10665,Karur,Aravakurichi (Tk),Punnam,12BP032PY,Punnam-2
10666,Karur,Aravakurichi (Tk),Punnam,12BP032P1,Punnamsathiram
10667,Karur,Aravakurichi (Tk),Punnam,12BP033PY,Punnam-1
10668,Karur,Aravakurichi (Tk),Punnam,12BP033P1,Kailasapuram
10669,Karur,Aravakurichi (Tk),Inanganur,12BP009PN,Inanganur
10670,Karur,Aravakurichi (Tk),Thukkachi,12BP024PN,Thukkachi
10671,Karur,Aravakurichi (Tk),Nanjai Kalakurichi,12BP044PN,Nanjaikalakurichi
10672,Karur,Aravakurichi (Tk),K Paramathi,12BP035PY,K Parmathi
10673,Karur,Aravakurichi (Tk),K Paramathi,12BP035P1,Aathireddipalayam
10674,Karur,Aravakurichi (Tk),Thumbivadi,12BP041PN,Thumpivadi
10675,Karur,Aravakurichi (Tk),Nedungur,12BP036PN,Nedunkur
10676,Karur,Aravakurichi (Tk),Karvazhi,12BP023PN,Karvali
10677,Karur,Aravakurichi (Tk),Karudayampalayam,12BP037PY,Karudayampalayam
10678,Karur,Aravakurichi (Tk),Karudayampalayam,12BP037P1,Malapalayamputhur
10679,Karur,Aravakurichi (Tk),P Anaipalayam,12BP042PY,P Anaipalayam
10680,Karur,Aravakurichi (Tk),P Anaipalayam,12BP042P1,Niminthampatti
10681,Karur,Aravakurichi (Tk),Kodanthur North,12BP047PY,Kodanthur
10682,Karur,Aravakurichi (Tk),Vellayampatti,12BC013PN,Velampaadi-1
10683,Karur,Aravakurichi (Tk),Vellayampatti,12BC014PN,Velampaadi-2 Pappanayackanpatti
10684,Karur,Aravakurichi (Tk),Vellayampatti,12BS001PN,Rangarajnagar magalirangadi
10685,Karur,Aravakurichi (Tk),Kodanthur South,12BP047P1,Mulathurainatchipalayam
10686,Karur,Aravakurichi (Tk),Aravakurichi,12BC008PN,Aravakurichi-1
10687,Karur,Aravakurichi (Tk),Aravakurichi,12BC009PN,Aravakurichi-2
10688,Karur,Aravakurichi (Tk),Aravakurichi,12BC010PN,Aravakurichi-3
10689,Karur,Aravakurichi (Tk),Aravakurichi,12BC018PN,Aravakurichi-4
10690,Karur,Aravakurichi (Tk),Aravakurichi,12BC019PN,Aravakurichi-5
10691,Karur,Aravakurichi (Tk),Thennialai East,12BP026PY,Thoppampatty
10692,Karur,Aravakurichi (Tk),Thennialai East,12BP026P1,Kidaikaranpalayam
10693,Karur,Aravakurichi (Tk),Thennialai East,12BP028PY,Karaipalayam
10694,Karur,Aravakurichi (Tk),Venjaman Gudalur East,12BP002PN,Varikkapatti
10695,Karur,Aravakurichi (Tk),Ariyur,12BP045PN,Aariyur
10696,Karur,Aravakurichi (Tk),Thennilai South,12BP028P1,Meenatchivalasu
10697,Karur,Aravakurichi (Tk),Thethupatti,12BP016PY,Theththupatty
10698,Karur,Aravakurichi (Tk),Thethupatti,12BP016P1,Kansamaranpatty
10699,Karur,Aravakurichi (Tk),Athipalayam,12BP029PY,Aththipalayam
10700,Karur,Aravakurichi (Tk),Athipalayam,12BP029P1,Valaiyapalayam
10701,Karur,Aravakurichi (Tk),Soodamani,12BP057PY,Sudamani
10702,Karur,Aravakurichi (Tk),Soodamani,12BP057P1,Katharmangalam
10703,Karur,Aravakurichi (Tk),Venjaman Gudalur Wes...,12BP003PY,Vensamankoodalur
10704,Karur,Aravakurichi (Tk),Venjaman Gudalur Wes...,12BP003P1,Rasapatti
10705,Karur,Aravakurichi (Tk),Venjaman Gudalur Wes...,12BP003P2,Cinnakariyampatti
10706,Karur,Aravakurichi (Tk),Thokkupatti,12BP053PY,Thokkupatty
10707,Karur,Aravakurichi (Tk),Thokkupatti,12BP053P1,Thokkupattyputhur
10708,Karur,Aravakurichi (Tk),Ammapatti,12BP019PY,Ammapatty
10709,Karur,Aravakurichi (Tk),Ammapatti,12BP019P1,Zameenaathur
10710,Karur,Aravakurichi (Tk),Viswanathapuri,12BP040PN,Visvanathapuri
10711,Karur,Aravakurichi (Tk),T Vengada Puram,12BP055PN,Kattamputhur
10712,Karur,Aravakurichi (Tk),T Vengada Puram,12BP056PY,T Venkidapuram
10713,Karur,Aravakurichi (Tk),Anjagoundanpatti,12BP017PN,Ansagoundanpatty
10714,Karur,Aravakurichi (Tk),Z Alamarathupatti,12BP013PY,Aandipatty
10715,Karur,Aravakurichi (Tk),Z Alamarathupatti,12BP013P1,Alamarathupatty
10716,Karur,Aravakurichi (Tk),Z Alamarathupatti,12BP013P2,Jangalpatty
10717,Karur,Aravakurichi (Tk),Thennialai (West),12BP025PY,Kunampatty
10718,Karur,Aravakurichi (Tk),Thennialai (West),12BP025P1,Cinnavanglampalayam
10719,Karur,Aravakurichi (Tk),Thennialai (West),12BP027PN,Amirthapuri
10720,Karur,Aravakurichi (Tk),Anjur,12BP022PY,Pandilingapuram
10721,Karur,Aravakurichi (Tk),Anjur,12BP022P1,Narikadduvalasu
10722,Karur,Aravakurichi (Tk),Anjur,12BP022P2,Kuppagoundenvalasu
10723,Karur,Kulithalai (Tk),Nallur,12CP032PY,Nallur
10724,Karur,Kulithalai (Tk),Nallur,12CP032P1,Kalingapatty
10725,Karur,Kulithalai (Tk),Manathattai,12CP127PN,Elunootrumangalam
10726,Karur,Kulithalai (Tk),Iranyamangalam,12CP017PY,Iranyamangalam
10727,Karur,Kulithalai (Tk),Iranyamangalam,12CP017P1,Melapatti
10728,Karur,Kulithalai (Tk),K Pettai,12CP014PN,Thimmachipuram
10729,Karur,Kulithalai (Tk),K Pettai,12CP016PY,Seegampatty
10730,Karur,Kulithalai (Tk),K Pettai,12CP016P1,Veeravalli
10731,Karur,Kulithalai (Tk),Poyyamani,12CP024PN,Poyyamani
10732,Karur,Kulithalai (Tk),Poyyamani,12CP025PN,Bangalaputhur
10733,Karur,Kulithalai (Tk),Kalladai,12CP047PY,Keelaveliyur
10734,Karur,Kulithalai (Tk),Kalladai,12CP047P1,Melaveliyur
10735,Karur,Kulithalai (Tk),Kalladai,12CP048PY,Kalladai
10736,Karur,Kulithalai (Tk),Kalladai,12CP048P1,T.Edaiyapatti
10737,Karur,Kulithalai (Tk),Pulutheri,12CP056PN,Pulutheri
10738,Karur,Kulithalai (Tk),Puthur,12CP049PN,Venkadathanpatty
10739,Karur,Kulithalai (Tk),Puthur,12CP050PY,Puthur
10740,Karur,Kulithalai (Tk),Puthur,12CP050P1,Chinna puthur
10741,Karur,Kulithalai (Tk),Kallai,12CP031PY,Kallai
10742,Karur,Kulithalai (Tk),Kallai,12CP031P1,K.Sukkampatty
10743,Karur,Kulithalai (Tk),R T Malai,12CP054PN,Archampatty
10744,Karur,Kulithalai (Tk),R T Malai,12CP055PY,R.T.Malai
10745,Karur,Kulithalai (Tk),R T Malai,12CP055P1,Valiyampatty
10746,Karur,Kulithalai (Tk),Nangavaram North,12CP006PN,Nachalur Shop No.1
10747,Karur,Kulithalai (Tk),Nangavaram North,12CP008PN,Nangavaram
10748,Karur,Kulithalai (Tk),Nangavaram North,12CP010PY,Melnangavaram
10749,Karur,Kulithalai (Tk),Nangavaram North,12CP010P1,Savarimedu
10750,Karur,Kulithalai (Tk),Nangavaram North,12CP011PN,Varikarai
10751,Karur,Kulithalai (Tk),Kalugur,12CP034PY,Kalugur
10752,Karur,Kulithalai (Tk),Kalugur,12CP034P1,K.Dhuraiyur
10753,Karur,Kulithalai (Tk),Kalugur,12CP035PY,Mahalipatty
10754,Karur,Kulithalai (Tk),Kalugur,12CP035P1,Kannimarpalayam
10755,Karur,Kulithalai (Tk),Maruthur North,12CP003PN,Maruthur
10756,Karur,Kulithalai (Tk),Maruthur North,12CP091PN,Mettumaruthur
10757,Karur,Kulithalai (Tk),Rajendram North,12CP038PN,Rajendram
10758,Karur,Kulithalai (Tk),Rajendram North,12CP098PN,Thanneerpalli
10759,Karur,Kulithalai (Tk),Gudalur,12CP041PY,Gudalur Kaspa
10760,Karur,Kulithalai (Tk),Gudalur,12CP041P1,Thalaiyaripatty
10761,Karur,Kulithalai (Tk),Gudalur,12CP042PY,Thoppamadai Gudalur 2
10762,Karur,Kulithalai (Tk),Gudalur,12CP042P1,Sangayipatty
10763,Karur,Kulithalai (Tk),Pathiripatty,12CP058PY,Pathiripatty
10764,Karur,Kulithalai (Tk),Nangavaram South,12CP007PY,Nachalur Shop No.2
10765,Karur,Kulithalai (Tk),Nangavaram South,12CP007P1,Maduvilundan parai
10766,Karur,Kulithalai (Tk),Nangavaram South,12CP009PN,Kurichi
10767,Karur,Kulithalai (Tk),Pillur,12CP058P1,Muthakowdampatty
10768,Karur,Kulithalai (Tk),Pillur,12CP059PN,Pillur
10769,Karur,Kulithalai (Tk),Maruthur South,12CP004PN,Panickkampatty
10770,Karur,Kulithalai (Tk),Maruthur South,12CP005PY,Ganeshapuram (West)
10771,Karur,Kulithalai (Tk),Maruthur South,12CP005P1,M.kuppurettipatti
10772,Karur,Kulithalai (Tk),Maruthur South,12CP092PN,Nadupatty (Palam)
10773,Karur,Kulithalai (Tk),Inungur,12CP022PY,Inungur
10774,Karur,Kulithalai (Tk),Inungur,12CP022P1,I.Sukkampatty (inugur)
10775,Karur,Kulithalai (Tk),Inungur,12CP023PY,E. Pudupatty
10776,Karur,Kulithalai (Tk),Inungur,12CP023P1,Onthampatty
10777,Karur,Kulithalai (Tk),Inungur,12CP023P2,E.kuppurettipatti
10778,Karur,Kulithalai (Tk),Inungur,12CP023P3,Kakampatty
10779,Karur,Kulithalai (Tk),Porunthalur,12CP046PY,Thelungapatty
10780,Karur,Kulithalai (Tk),Porunthalur,12CP046P1,Chinnarettipatty
10781,Karur,Kulithalai (Tk),Mudalaipatty,12CP029PY,Mudalaipatty 1
10782,Karur,Kulithalai (Tk),Mudalaipatty,12CP029P1,Mudalaipatty 2
10783,Karur,Kulithalai (Tk),Neithalur North,12CP026PN,Therkkupatty
10784,Karur,Kulithalai (Tk),Neithalur North,12CP028PN,Neithalur Colony
10785,Karur,Kulithalai (Tk),Alathur,12CP057PN,Alathur
10786,Karur,Kulithalai (Tk),Kulithalai,12CA001PN,Annanagar
10787,Karur,Kulithalai (Tk),Kulithalai,12CB001PN,Chinthamani
10788,Karur,Kulithalai (Tk),Kulithalai,12CE001PY,Old Court Street
10789,Karur,Kulithalai (Tk),Kulithalai,12CE001P1,Periyar nagar
10790,Karur,Kulithalai (Tk),Kulithalai,12CE002PN,Vaisyal Street
10791,Karur,Kulithalai (Tk),Kulithalai,12CE003PN,Kadambarkoil East madava s
10792,Karur,Kulithalai (Tk),Kulithalai,12CP001PN,Vaiganallur Agraharam
10793,Karur,Kulithalai (Tk),Kulithalai,12CP002PN,Manathattai Main Road
10794,Karur,Kulithalai (Tk),Naganur,12CP045PY,Naganur
10795,Karur,Kulithalai (Tk),Naganur,12CP045P1,Nalla kowdampatty
10796,Karur,Kulithalai (Tk),Neithalur South,12CP037PY,Neithalur Kaspa
10797,Karur,Kulithalai (Tk),Neithalur South,12CP037P1,Kattanimedu
10798,Karur,Kulithalai (Tk),Neithalur South,12CP037P2,Chinnapanaiyur
10799,Karur,Kulithalai (Tk),Chinniyampalayam,12CP036PN,Chinniyampalayam
10800,Karur,Kulithalai (Tk),Thogamalai,12CP043PY,Thogamalai 1
10801,Karur,Kulithalai (Tk),Thogamalai,12CP043P1,Vellapatty
10802,Karur,Kulithalai (Tk),Thogamalai,12CP044PY,Thogamalai 2
10803,Karur,Kulithalai (Tk),Thogamalai,12CP044P1,Nadakkapatty
10804,Karur,Kulithalai (Tk),Seplapatty,12CP027PN,Seplapatty
10805,Karur,Kulithalai (Tk),Kumaramangalam,12CP012PN,Kumaramangalam
10806,Karur,Kulithalai (Tk),Vaiganallur North,12CP013PY,Puthupalayam
10807,Karur,Kulithalai (Tk),Vaiganallur North,12CP013P1,Kottai medu
10808,Karur,Kulithalai (Tk),Suriyanoor,12CP030PN,Suriyanoor
10809,Karur,Kulithalai (Tk),Vadaseri,12CP051PY,Vadaseri
10810,Karur,Kulithalai (Tk),Vadaseri,12CP051P1,Balasamuthirapatty
10811,Karur,Kulithalai (Tk),Vadaseri,12CP052PY,Kavalkaranpatty
10812,Karur,Kulithalai (Tk),Vadaseri,12CP052P1,Karnampatty
10813,Karur,Kulithalai (Tk),Rajendram South,12CP039PY,Parali
10814,Karur,Kulithalai (Tk),Rajendram South,12CP039P1,Valandur
10815,Karur,Kulithalai (Tk),Rajendram South,12CP040PN,Karungalapalli
10816,Karur,Kulithalai (Tk),Vaiganallur South,12CP018PY,Mailadi-1
10817,Karur,Kulithalai (Tk),Vaiganallur South,12CP018P1,Mailadi-2
10818,Karur,Kulithalai (Tk),Vaiganallur South,12CP021PY,Melakuttapatty
10819,Karur,Kulithalai (Tk),Vaiganallur South,12CP021P1,Taliyampatty
10820,Karur,Kulithalai (Tk),Thalinji,12CP033PY,Thalinji
10821,Karur,Kulithalai (Tk),Thalinji,12CP033P1,Purasampatty
10822,Karur,Kulithalai (Tk),Sathiyamangalam,12CP019PY,Ayyarmalai Sathiyamangalam
10823,Karur,Kulithalai (Tk),Sathiyamangalam,12CP019P1,Sathiyamangalam-2
10824,Karur,Kulithalai (Tk),Sathiyamangalam,12CP020PY,Kanakkapillaiyur
10825,Karur,Kulithalai (Tk),Sathiyamangalam,12CP020P1,Rethinampillai putur
10826,Karur,Kulithalai (Tk),Vathiyam,12CP015PY,Vathiyam
10827,Karur,Kulithalai (Tk),Vathiyam,12CP015P1,Kandiyur
10828,Karur,Krishnarayapuram (Tk),Mahadhanapuram,12DP007PN,Mettumahadhanapuram
10829,Karur,Krishnarayapuram (Tk),Mahadhanapuram,12DP008P1,Mahadhanapuram
10830,Karur,Krishnarayapuram (Tk),Pothuravuthambatti,12DP025PN,Pothuravuthambatti
10831,Karur,Krishnarayapuram (Tk),Pothuravuthambatti,12DP026PN,Muthambatty Kuditheru
10832,Karur,Krishnarayapuram (Tk),Thirukkampuliyur,12DP009PN,Thirukampuliyur trichy road
10833,Karur,Krishnarayapuram (Tk),Thirukkampuliyur,12DP010PY,Malaipatti Kuditheru
10834,Karur,Krishnarayapuram (Tk),Thirukkampuliyur,12DP010P1,Sekkanam
10835,Karur,Krishnarayapuram (Tk),Thirukkampuliyur,12DP046PN,Mettuthirukampuliyur
10836,Karur,Krishnarayapuram (Tk),Pappakkappatti,12DP019PN,Pappakkapatty kaspa panchapatty salai
10837,Karur,Krishnarayapuram (Tk),Pappakkappatti,12DP020PN,Kanakkapillayur kuditheru
10838,Karur,Krishnarayapuram (Tk),Pappakkappatti,12DP051PN,Alamarathupatty
10839,Karur,Krishnarayapuram (Tk),Renganathapuram (N),12DP015PN,Ranganathapuram Kaspa Kuditheru
10840,Karur,Krishnarayapuram (Tk),Renganathapuram (N),12DP048PN,Nathamedu kattalai
10841,Karur,Krishnarayapuram (Tk),Manavasi,12DP011PY,Manavasi Agraharam
10842,Karur,Krishnarayapuram (Tk),Manavasi,12DP011P1,Samathuvapuram
10843,Karur,Krishnarayapuram (Tk),Manavasi,12DP047PN,Nathamedu manavasi
10844,Karur,Krishnarayapuram (Tk),Vayalur,12DP021PY,Vayalur Kaspa Natham
10845,Karur,Krishnarayapuram (Tk),Vayalur,12DP021P1,Kanakkampatty
10846,Karur,Krishnarayapuram (Tk),Vayalur,12DP021P2,Pambanpatty
10847,Karur,Krishnarayapuram (Tk),Vayalur,12DP049PN,Kodankipatty
10848,Karur,Krishnarayapuram (Tk),Vayalur,12DP052PN,Devasingampatty
10849,Karur,Krishnarayapuram (Tk),Pillapalayam,12DP038PN,Pillapalayam Natham Kuditheru
10850,Karur,Krishnarayapuram (Tk),Pillapalayam,12DP057PN,Kombadipatty
10851,Karur,Krishnarayapuram (Tk),Krishnarayapuram,12DP004PN,Krishnarayapuram - 2
10852,Karur,Krishnarayapuram (Tk),Krishnarayapuram,12DP005PN,Krishnarayapuram west agragaram
10853,Karur,Krishnarayapuram (Tk),Krishnarayapuram,12DP006PY,Pichampatty kovakulam salai
10854,Karur,Krishnarayapuram (Tk),Krishnarayapuram,12DP006P1,Sevakanoor
10855,Karur,Krishnarayapuram (Tk),Krishnarayapuram,12DP045PY,Kovakulam
10856,Karur,Krishnarayapuram (Tk),Krishnarayapuram,12DP045P1,Tharapurathanur
10857,Karur,Krishnarayapuram (Tk),Renganathapuram (S),12DP016PN,Valayalkaranputhur Natham
10858,Karur,Krishnarayapuram (Tk),Renganathapuram (S),12DP063PN,R.Puthukottai
10859,Karur,Krishnarayapuram (Tk),Veeriyapalayam,12DP023PN,Komatteri Kuditheru
10860,Karur,Krishnarayapuram (Tk),Veeriyapalayam,12DP024PN,Kannamuthampatti palli
10861,Karur,Krishnarayapuram (Tk),Panchapatti,12DP022PN,Panchapatty natham kuditruppu
10862,Karur,Krishnarayapuram (Tk),Panchapatti,12DP065PN,Keelapanjapatty
10863,Karur,Krishnarayapuram (Tk),Muthurangampatti,12DP031PN,Muthurangampatty
10864,Karur,Krishnarayapuram (Tk),Sivayam (N),12DP017PY,Irumbuthpatty Salai
10865,Karur,Krishnarayapuram (Tk),Sivayam (N),12DP017P1,Kuppachipatti
10866,Karur,Krishnarayapuram (Tk),Kallappalli,12DP036PN,Lalapettai Trichy Salai -2
10867,Karur,Krishnarayapuram (Tk),Kallappalli,12DP037PN,Kallapallisavadi lalapattai
10868,Karur,Krishnarayapuram (Tk),Mayanoor,12DP012PY,Mayanur Trichy main road
10869,Karur,Krishnarayapuram (Tk),Mayanoor,12DP012P1,Mela Mayanur
10870,Karur,Krishnarayapuram (Tk),Mayanoor,12DP012P2,Mayanur North
10871,Karur,Krishnarayapuram (Tk),Sivayam (S),12DP018PY,Veppangudinatham Kudiyiruppu
10872,Karur,Krishnarayapuram (Tk),Sivayam (S),12DP018P1,Eachampatti
10873,Karur,Krishnarayapuram (Tk),Sivayam (S),12DP050PN,Desiyamangalam
10874,Karur,Krishnarayapuram (Tk),Karuppathur,12DP039PY,Vengampatty natham Kuditheru
10875,Karur,Krishnarayapuram (Tk),Karuppathur,12DP039P1,K.Puthuppatty
10876,Karur,Krishnarayapuram (Tk),Karuppathur,12DP040PN,Varagur Kuditheru
10877,Karur,Krishnarayapuram (Tk),Karuppathur,12DP058PN,Thaliyampatty
10878,Karur,Krishnarayapuram (Tk),Karuppathur,12DP059PN,Mettupatty
10879,Karur,Krishnarayapuram (Tk),P J Cholapuram,12DP001PY,Palayajeyankondam Shop
10880,Karur,Krishnarayapuram (Tk),P J Cholapuram,12DP001P1,Lakshmanampatty
10881,Karur,Krishnarayapuram (Tk),P J Cholapuram,12DP002PN,Kuppureddipatty
10882,Karur,Krishnarayapuram (Tk),P J Cholapuram,12DP003PN,Alagapuri Sengal salai
10883,Karur,Krishnarayapuram (Tk),P J Cholapuram,12DP043PN,Thottiyappatty
10884,Karur,Krishnarayapuram (Tk),P J Cholapuram,12DP044PN,M.Puthupatty
10885,Karur,Krishnarayapuram (Tk),Sengal,12DP027PN,Periasengal Kuditheru
10886,Karur,Krishnarayapuram (Tk),Sengal,12DP053PN,Kiladai
10887,Karur,Krishnarayapuram (Tk),Sengal,12DP054PN,Manikkapuram
10888,Karur,Krishnarayapuram (Tk),Chinthalavadi,12DP041PN,Nanthankottai Natham Kuditheru
10889,Karur,Krishnarayapuram (Tk),Chinthalavadi,12DP042PY,Punavasipatti
10890,Karur,Krishnarayapuram (Tk),Chinthalavadi,12DP042P1,Magelippatty
10891,Karur,Krishnarayapuram (Tk),Chinthalavadi,12DP060PN,Vittukatty
10892,Karur,Krishnarayapuram (Tk),Chinthalavadi,12DP061PN,Mathipatty
10893,Karur,Krishnarayapuram (Tk),Kammanallur,12DP008PY,Kammanallur
10894,Karur,Krishnarayapuram (Tk),Kammanallur,12DP062PN,Poigaiputhur
10895,Karur,Krishnarayapuram (Tk),Balarajapuram,12DP013PN,Veerarakkiyam Kaspa kuditheru
10896,Karur,Krishnarayapuram (Tk),Balarajapuram,12DP014PY,Veerarakkiyam Kamaraj pannai
10897,Karur,Krishnarayapuram (Tk),Balarajapuram,12DP014P1,Veerarakkiyam R.S
10898,Karur,Krishnarayapuram (Tk),Chithalavai,12DP028PN,Munayanur Panchapatty Salai
10899,Karur,Krishnarayapuram (Tk),Chithalavai,12DP055PN,Meladai
10900,Karur,Kadavur,Valvarmangalam,12EP078PN,Valvarmangalam
10901,Karur,Kadavur,Kosur,12EP032PY,Valaikkinam
10902,Karur,Kadavur,Kosur,12EP032P1,Gowndampatty
10903,Karur,Kadavur,Kosur,12EP033PY,Kosur
10904,Karur,Kadavur,Kosur,12EP033P1,Kambaliamptty
10905,Karur,Kadavur,Kosur,12EP033P2,Ottappatty
