Sl.No,District Name,Taluk Name,Village Name,Shop Code,Shop Name
14661,Namakkal,Thiruchengodu (Tk),Bommampattti,08CP084P2,Mangalam Pudhur
14662,Namakkal,Thiruchengodu (Tk),Bommampattti,08CP085PY,Bommampattti
14663,Namakkal,Thiruchengodu (Tk),Bommampattti,08CP085P1,Allalapuram
14664,Namakkal,Thiruchengodu (Tk),Bommampattti,08CP085P2,Appanayakanur
14665,Namakkal,Thiruchengodu (Tk),Bommampattti,08CP133PN,Velakoundampatti
14666,Namakkal,Thiruchengodu (Tk),Bommampattti,08CW002PN,Eraiyampatti
14667,Namakkal,Thiruchengodu (Tk),Chinnathambipalayam,08CP055PN,Chinnathambipalayam
14668,Namakkal,Thiruchengodu (Tk),Chithalandur,08CP026PN,Chithalandur
14669,Namakkal,Thiruchengodu (Tk),Devanakuruchi,08CP017PY,Devanakuruchi -1
14670,Namakkal,Thiruchengodu (Tk),Devanakuruchi,08CP017P1,Kandasamy Nagar
14671,Namakkal,Thiruchengodu (Tk),Devanakuruchi,08CP018PN,Devanakuruchi -2
14672,Namakkal,Thiruchengodu (Tk),Eamappalli,08CP035PY,Eamappalli Vitampalayam
14673,Namakkal,Thiruchengodu (Tk),Elayampalayam,08CP044PN,Prithi Elayampalayam
14674,Namakkal,Thiruchengodu (Tk),Elayampalayam,08CP096PN,Unja.Elayampalayam
14675,Namakkal,Thiruchengodu (Tk),Eluppuli,08CP068PY,Eluppuli
14676,Namakkal,Thiruchengodu (Tk),Eluppuli,08CP068P1,Marapampalayam
14677,Namakkal,Thiruchengodu (Tk),Eraiyamangalam,08CP031PY,Eraiyamangalam-1
14678,Namakkal,Thiruchengodu (Tk),Eraiyamangalam,08CP031P1,Erayamankalam-2
14679,Namakkal,Thiruchengodu (Tk),Eraiyamangalam,08CP032PN,Nainampalayam
14680,Namakkal,Thiruchengodu (Tk),Goundampalayam,08CP122PN,Goundampalayam
14681,Namakkal,Thiruchengodu (Tk),Kalluppalayam,08CP106PN,Kalluppalayam
14682,Namakkal,Thiruchengodu (Tk),Karumapuram,08CP057PN,Karumapuram
14683,Namakkal,Thiruchengodu (Tk),Karumapuram,08CP058PY,Kangampalayam
14684,Namakkal,Thiruchengodu (Tk),Karumapuram,08CP058P1,Moondrupuliyamarathukadu
14685,Namakkal,Thiruchengodu (Tk),Karungalpatti,08CP104PN,Karungalpatti
14686,Namakkal,Thiruchengodu (Tk),Karuppagovandampalayam,08CP053PN,Karuppagovandampalayam
14687,Namakkal,Thiruchengodu (Tk),Karuveppampatti,08CP016PN,Karuveppampatti
14688,Namakkal,Thiruchengodu (Tk),Karuveppampatti,08CP019PN,Narayanampalayam
14689,Namakkal,Thiruchengodu (Tk),Kavndampalayam,08CP101P2,87-Koundampalayam
14690,Namakkal,Thiruchengodu (Tk),Kilapalayam,08CP069PN,Kilapalayam
14691,Namakkal,Thiruchengodu (Tk),Kokalai,08CP081PY,Kokalai
14692,Namakkal,Thiruchengodu (Tk),Kokalai,08CP081P1,Kokalai Elayampalayam
14693,Namakkal,Thiruchengodu (Tk),Kokalai,08CP082PN,Chinnamanali
14694,Namakkal,Thiruchengodu (Tk),Kokalai,08CP144PN,Jedarpalayam
14695,Namakkal,Thiruchengodu (Tk),Kolankondai,08CP015PN,Kolankondai
14696,Namakkal,Thiruchengodu (Tk),Konnaiyar,08CP065PY,Konnaiyar
14697,Namakkal,Thiruchengodu (Tk),Konnaiyar,08CP065P1,Nallampalayam
14698,Namakkal,Thiruchengodu (Tk),Koothampoondi,08CP071PY,Koothampoondi
14699,Namakkal,Thiruchengodu (Tk),Koothampoondi Agraharam,08CP071P1,Kondankattur
14700,Namakkal,Thiruchengodu (Tk),Koothampoondi Agraharam,08CP072PN,Koothampoondi Agraharam
14701,Namakkal,Thiruchengodu (Tk),Kottapalayam,08CP052PN,Thirumankalam Kottapalayam
14702,Namakkal,Thiruchengodu (Tk),Koundampalyam,08CP097PY,K.Koundampalyam
14703,Namakkal,Thiruchengodu (Tk),Koundampalyam,08CP097P1,Thimmaravuthampatti
14704,Namakkal,Thiruchengodu (Tk),Koundampalyam,08CP097P2,Rayarpalayam
14705,Namakkal,Thiruchengodu (Tk),Kovilpalayam,08CP095PN,Kovilpalayam
14706,Namakkal,Thiruchengodu (Tk),Kuthanatham,08CP120PN,Kuthanatham
14707,Namakkal,Thiruchengodu (Tk),Lathuvadi,08CP075PY,Lathuvadi
14708,Namakkal,Thiruchengodu (Tk),Lathuvadi,08CP075P1,Kumarandipalayam
14709,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP009PN,Mallasamuthram Kilmugam -1
14710,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP010PN,Venkatesapuri Kilmugam -2
14711,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP011PY,Kalippatti Kilmugam -3
14712,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP011P1,Konangipalayam
14713,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP012PY,Vadakurathe Veethi Kilmugam -4
14714,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP012P1,Periya Kollapatti
14715,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP012P2,Mallasamuthram Keelmugam-8
14716,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP013PY,Melmugam -1 Suriyagavundampalayam
14717,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP013P1,Beemarapatti
14718,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP014PY,Melmugam -2
14719,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP014P1,Manuvakattupalayam
14720,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP131PN,Unjanai.Mett.Keelmugam-6
14721,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP148PN,Mallasamuthram Keelmugam-5
14722,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP149PN,Ambethkar Nagar Keelmugam-6
14723,Namakkal,Thiruchengodu (Tk),Mallasamudram,08CP150PN,Mallasamuthram Kilmugam -7
14724,Namakkal,Thiruchengodu (Tk),Mamundi Agraharam,08CP115PN,Mamundi Agraharam
14725,Namakkal,Thiruchengodu (Tk),Mamundi Agraharam,08CP116PN,Mamundi-2
14726,Namakkal,Thiruchengodu (Tk),Mamundi Agraharam,08CP117P1,Mamundi Karattupalayam
14727,Namakkal,Thiruchengodu (Tk),Manathi,08CP074PN,Manathi
14728,Namakkal,Thiruchengodu (Tk),Mangalam,08CP084PY,Mangalam
14729,Namakkal,Thiruchengodu (Tk),Mangalam,08CP084P1,Parakadu
14730,Namakkal,Thiruchengodu (Tk),Marapparai,08CP102PN,Vaippamalai
14731,Namakkal,Thiruchengodu (Tk),Marapparai,08CP103PY,Marapparai
14732,Namakkal,Thiruchengodu (Tk),Marapparai,08CP103P1,Kuppuchipalayam
14733,Namakkal,Thiruchengodu (Tk),Mavureddipatti,08CP076PN,Elanagar
14734,Namakkal,Thiruchengodu (Tk),Mavureddipatti,08CP077PN,Mavureddipatti
14735,Namakkal,Thiruchengodu (Tk),Minnampalli,08CP118PY,Minnampalli
14736,Namakkal,Thiruchengodu (Tk),Minnampalli,08CP118P1,Minnampalli Kovilpalayam
14737,Namakkal,Thiruchengodu (Tk),Molasi,08CP033PY,Molasi
14738,Namakkal,Thiruchengodu (Tk),Molasi,08CP033P1,Velliyampalayam
14739,Namakkal,Thiruchengodu (Tk),Molasi,08CP034PN,Devampalayam
14740,Namakkal,Thiruchengodu (Tk),Molipalli,08CP067PY,Molipalli
14741,Namakkal,Thiruchengodu (Tk),Molipalli,08CP067P1,Machampalayam
14742,Namakkal,Thiruchengodu (Tk),Morangam,08CP107PN,Morangam
14743,Namakkal,Thiruchengodu (Tk),Munjanur,08CP105PY,Munjanur
14744,Namakkal,Thiruchengodu (Tk),Munjanur,08CP105P1,Koothampalayam
14745,Namakkal,Thiruchengodu (Tk),Musuri,08CP088PN,Musuri
14746,Namakkal,Thiruchengodu (Tk),Naikkarapatti,08CP059PN,Naikkarapatti
14747,Namakkal,Thiruchengodu (Tk),Palamedu,08CP109PY,Palamedu
14748,Namakkal,Thiruchengodu (Tk),Palamedu,08CP109P1,Muniyappanpalayam
14749,Namakkal,Thiruchengodu (Tk),Palamedu,08CP110PN,Palamedu Kottapalayam
14750,Namakkal,Thiruchengodu (Tk),Pappampalayam,08CP066P1,Pappampalayam
14751,Namakkal,Thiruchengodu (Tk),Paruthipalli,08CP114PY,Paruthipalli
14752,Namakkal,Thiruchengodu (Tk),Paruthipalli,08CP114P1,Marampalayam
14753,Namakkal,Thiruchengodu (Tk),Periyamanali,08CP079PN,Kumaravelipalayam
14754,Namakkal,Thiruchengodu (Tk),Periyamanali,08CP083PY,Periyamanali-1
14755,Namakkal,Thiruchengodu (Tk),Periyamanali,08CP083P1,Periyamanali-2
14756,Namakkal,Thiruchengodu (Tk),Pillantham,08CP121PN,Pillantham-1
14757,Namakkal,Thiruchengodu (Tk),Pillantham,08CP123PN,Pillanatham-2
14758,Namakkal,Thiruchengodu (Tk),Pirithi,08CP043PN,Pirithi
14759,Namakkal,Thiruchengodu (Tk),Pokkampalayam,08CP098PN,Pokkampalayam
14760,Namakkal,Thiruchengodu (Tk),Pudupuliampatti,08CP025PY,Pudupuliampatti
14761,Namakkal,Thiruchengodu (Tk),Pudupuliampatti,08CP025P1,Puthu Pulianpatti Kallupalayam
14762,Namakkal,Thiruchengodu (Tk),Pudupuliampatti,08CW001PN,c.Thottipalyam (magalir)
14763,Namakkal,Thiruchengodu (Tk),Pullagoundanpatti,08CP070PN,Pullagoundanpatti
14764,Namakkal,Thiruchengodu (Tk),Punjaipudupalayam,08CP073PN,Punjaipudupalayam
14765,Namakkal,Thiruchengodu (Tk),Puthur East,08CP086PN,Puthur kilakku
14766,Namakkal,Thiruchengodu (Tk),Puthur East,08CP087PN,Puthur kilakku
14767,Namakkal,Thiruchengodu (Tk),Rajapalayam,08CP056PN,Rajapalayam
14768,Namakkal,Thiruchengodu (Tk),Rajapalayam,08CP061PY,Kuttinayakkanpatti
14769,Namakkal,Thiruchengodu (Tk),Rajapalayam,08CP061P1,Ammapalayam
14770,Namakkal,Thiruchengodu (Tk),Rajapalayam,08CP062PN,Okkilipatti
14771,Namakkal,Thiruchengodu (Tk),Ramapuram,08CP111PN,Ramapuram
14772,Namakkal,Thiruchengodu (Tk),S Mettupalayam,08CP119PN,S.Mettupalayam
14773,Namakkal,Thiruchengodu (Tk),Sappaiyapuram,08CP117PY,Sappaiyapuram
14774,Namakkal,Thiruchengodu (Tk),Sathiyanaikanpalayam,08CP100PN,Oduvampalayam
14775,Namakkal,Thiruchengodu (Tk),Sathiyanaikanpalayam,08CP101PY,Sathiyanaikanpalayam-1 Kumaramankalam
14776,Namakkal,Thiruchengodu (Tk),Sathiyanaikanpalayam,08CP101P1,Sathynayakanpalayam-2
14777,Namakkal,Thiruchengodu (Tk),Sembamplayam,08CP124PN,Sembamplayam
14778,Namakkal,Thiruchengodu (Tk),Senbagamadevi,08CP089PY,Senbagamadevi-1
14779,Namakkal,Thiruchengodu (Tk),Senbagamadevi,08CP089P1,Senbagamadevi-2
14780,Namakkal,Thiruchengodu (Tk),Sengodampalayam,08CP045PN,Sengodampalayam
14781,Namakkal,Thiruchengodu (Tk),Sirumolasi,08CP042PY,Komarapalayam(sirumolasi)
14782,Namakkal,Thiruchengodu (Tk),Sundangipalayam,08CP108PN,Sundangipalayam
14783,Namakkal,Thiruchengodu (Tk),T Kailasampalayam,08CP060PN,T.Kailasampalayam
14784,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CB002PN,Ponni Nesavalar colony
14785,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CB003PN,Ponni Anna Poonga
14786,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CB004PN,Ponni Patchiyayee Koil Medu
14787,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC001PN,TAPCMS-1 Main Shop tge
14788,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC002PN,TAPCMS-2 Main Shop tge
14789,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC003PN,TAPCMS-3 Main Shop tge
14790,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC004PN,TAPCMS-4 Sanarpalayam tge
14791,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC005PN,TAPCMS-5 Kollapatti tge
14792,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC006PN,TAPCMS-6 Koottapalli tge
14793,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC007PN,TAPCMS-7 Rajagowndampalayam
14794,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC008PN,TAPCMS-8 Suriyampalayam -1
14795,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC009PN,TAPCMS-9 Thondikaradu tge
14796,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC010PN,TAPCMS-9 Pavadi -1 tge
14797,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC011PN,TAPCMS-11 Pavadi -2 tge
14798,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC012PN,TAPCMS-12 Gandhi Ngr 1 tge
14799,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC013PN,TAPCMS-13 Gandhi Ngr 2 tge
14800,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC014PN,TAPCMS-14 Sengodampalayam
14801,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC015PN,TAPCMS 15 Suriyampalayam -2
14802,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC016PN,TAPCMS 16 Kumaresapuram Tge
14803,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC017PN,TAPCMS17-Ettimadai Puthur
14804,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC018PN,TAPCMS-18 Bakthavatchalam Nagar
14805,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC019PN,TAPCMS-19 Manguttai Palayam
14806,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC020PN,TAPCMS20 48-Kailasampalayam
14807,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC021PN,TAPCMS-21 Karattupalayam
14808,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC022PN,TAPCMS-22 Mettu Theru
14809,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC023PN,TAPCMS23 Kootapalli-2
14810,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CC027PN,Ghandhi Nagar-3
14811,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CO001PN,Pullikar Mills tge
14812,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CP035P1,Vittampalayam Kailasampalayam
14813,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CP035P2,Perriya kollapalayam
14814,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CP036PN,Seenivasampalayam
14815,Namakkal,Thiruchengodu (Tk),Thiruchengodu,08CP038PN,Palanayakkampalayam
14816,Namakkal,Thiruchengodu (Tk),Thirumangalam,08CP051PN,Thirumangalam
14817,Namakkal,Thiruchengodu (Tk),Tho kavundampalayam,08CP134PN,Kadachanallur 2(Tho. kavndampalayam)
14818,Namakkal,Thiruchengodu (Tk),Thokkavadi,08CP024PY,Varappalayam-1
14819,Namakkal,Thiruchengodu (Tk),Thokkavadi,08CP024P1,Murasukuttai
14820,Namakkal,Thiruchengodu (Tk),Thokkavadi,08CP024P2,Thokkavadi
14821,Namakkal,Thiruchengodu (Tk),Thokkavadi,08CP024P3,Varappalayam-2
14822,Namakkal,Thiruchengodu (Tk),Thondipatty,08CP078PN,Thondipatty
14823,Namakkal,Thiruchengodu (Tk),Thottipalayam,08CP030PN,Thottipalayam
14824,Namakkal,Thiruchengodu (Tk),Tiruchengode,08CB001PN,Ponni Sattayampudur -1
14825,Namakkal,Thiruchengodu (Tk),Unjanai,08CP090PN,Pallakuli
14826,Namakkal,Thiruchengodu (Tk),Unjanai,08CP091PN,Unjanai Mettupalyam
14827,Namakkal,Thiruchengodu (Tk),Unjanai,08CP092PN,Unjanai
14828,Namakkal,Thiruchengodu (Tk),Unjanai,08CP093PY,Mandagapalayam
14829,Namakkal,Thiruchengodu (Tk),Unjanai,08CP093P1,Kosavampalayam
14830,Namakkal,Thiruchengodu (Tk),Vandinatham,08CP113PN,Vandinatham
14831,Namakkal,Thiruchengodu (Tk),Varagoorampatti,08CP027PN,Varagoorampatti
14832,Namakkal,Thiruchengodu (Tk),Vattaparappu,08CP047PN,Vattaparappu
14833,Namakkal,Thiruchengodu (Tk),Vattur,08CP049PN,Vattur pallipalayam
14834,Namakkal,Thiruchengodu (Tk),Vattur,08CP050PY,Vattur Moorpalayam
14835,Namakkal,Thiruchengodu (Tk),Vattur,08CP050P1,Vattur Velanampatti
14836,Namakkal,Thiruchengodu (Tk),Vattur,08CP050P2,Vattur Kaspa
14837,Namakkal,Thiruchengodu (Tk),Vettuvampalayam,08CP042P1,Vettuvampalayam
14838,Namakkal,Thiruchengodu (Tk),Pudhupalayam,08CP054PN,T..Pudupalayam
14839,Namakkal,Thiruchengodu (Tk),Pudhupalayam,08CP066PY,Pudhupalayamyam
14840,Namakkal,Thiruchengodu (Tk),Kuppandampalayam,08CP099PN,Kuppandapalayam
14841,Namakkal,Thiruchengodu (Tk),Patlur,08CP039PN,Patlur
14842,Namakkal,Thiruchengodu (Tk),Patlur,08CP040PN,Patlur Govandampalayam
14843,Namakkal,Paramathi velur (Tk),Agrahara Bommala palayam,08DP061PN,A.ponmalar palayam
14844,Namakkal,Paramathi velur (Tk),Agrahara kondalam,08DP060PN,A.konthalam
14845,Namakkal,Paramathi velur (Tk),Agrahara kunnathur,08DP054PY,A.Kunnathur
14846,Namakkal,Paramathi velur (Tk),Agrahara kunnathur,08DP054P1,Periya maruthur
14847,Namakkal,Paramathi velur (Tk),Anangur,08DP053PN,Anangure
14848,Namakkal,Paramathi velur (Tk),Arthanari palayam,08DP038PN,Arthanari palayam
14849,Namakkal,Paramathi velur (Tk),Devanam palayam,08DP042PY,Devanam palayam
14850,Namakkal,Paramathi velur (Tk),Devanam palayam,08DP042P1,Karudevam palayam
14851,Namakkal,Paramathi velur (Tk),E Nallagoundan palayam,08DP047P1,E.Nallagoundan palayam
14852,Namakkal,Paramathi velur (Tk),Ellampalli,08DP047PY,Jamin elam palli
14853,Namakkal,Paramathi velur (Tk),Ellampalli,08DP047P2,Marappampalayam
14854,Namakkal,Paramathi velur (Tk),Gopanampalayam,08DP011PY,Kopanam palayam
14855,Namakkal,Paramathi velur (Tk),Gopanampalayam,08DP011P1,Urambur
14856,Namakkal,Paramathi velur (Tk),Idumbankulam,08DP078PN,Edumbankulam
14857,Namakkal,Paramathi velur (Tk),Irukkur,08DP007PY,Irukkur vsp-1
14858,Namakkal,Paramathi velur (Tk),Irukkur,08DP007P1,Irukkur  vsp-2
14859,Namakkal,Paramathi velur (Tk),Iruttanai,08DP028PN,Eruttanai
14860,Namakkal,Paramathi velur (Tk),Kabila kurichi,08DP063PN,Kabila kurichi vsp-1
14861,Namakkal,Paramathi velur (Tk),Kabila kurichi,08DP120PN,Kabilakurichi vsp-2
14862,Namakkal,Paramathi velur (Tk),Kali palayam,08DP075PY,Kali palayam
14863,Namakkal,Paramathi velur (Tk),Kali palayam,08DP075P1,Ponneripatti
14864,Namakkal,Paramathi velur (Tk),Kodur,08DP024PY,Kothur
14865,Namakkal,Paramathi velur (Tk),Kodur,08DP024P1,Checkupatti
14866,Namakkal,Paramathi velur (Tk),Kolaram,08DP022PN,Karichi palayam
14867,Namakkal,Paramathi velur (Tk),Kottha mangalam,08DP049PN,Kottha mangalam
14868,Namakkal,Paramathi velur (Tk),Kudacheri,08DP025PY,Kodacheri v.s p
14869,Namakkal,Paramathi velur (Tk),Kudacheri,08DP025P1,Melapatti
14870,Namakkal,Paramathi velur (Tk),Kumarapalayam,08DP071PN,Keelpalappatty
14871,Namakkal,Paramathi velur (Tk),Kumarapalayam,08DP072PY,Kumarapalayam-vsp-1
14872,Namakkal,Paramathi velur (Tk),Kumarapalayam,08DP072P1,Kumarapalayam-vsp-2
14873,Namakkal,Paramathi velur (Tk),Kunnamalai,08DP032PN,Kunnamalai v.sp
14874,Namakkal,Paramathi velur (Tk),Kuppiragapalayam,08DP043PY,Kuppiragapalayam vsp-1
14875,Namakkal,Paramathi velur (Tk),Kuppiragapalayam,08DP043P1,Kuppiragapalayam vsp-2
14876,Namakkal,Paramathi velur (Tk),Kurumpala maha devi,08DP048PY,Kurumpala maha devi
14877,Namakkal,Paramathi velur (Tk),Kurumpala maha devi,08DP048P1,Kallukataimedu
14878,Namakkal,Paramathi velur (Tk),Kutlamparai,08DP065P2,Valliyappam patti pudur
14879,Namakkal,Paramathi velur (Tk),Madakasampatty,08DP065PY,Madakasampatty
14880,Namakkal,Paramathi velur (Tk),Madakasampatty,08DP065P1,M.rasamapalyam
14881,Namakkal,Paramathi velur (Tk),Maniekka natham,08DP039PN,Manikka natham
14882,Namakkal,Paramathi velur (Tk),Maniyanur,08DP019PY,Maniyanur
14883,Namakkal,Paramathi velur (Tk),Maniyanur,08DP019P1,Pichapalayam
14884,Namakkal,Paramathi velur (Tk),Melsathambur,08DP035PN,Melsathambur
14885,Namakkal,Paramathi velur (Tk),Nadandai,08DP034PY,Nadanthai
14886,Namakkal,Paramathi velur (Tk),Nadandai,08DP034P1,Kolathupalayam
14887,Namakkal,Paramathi velur (Tk),Nallur,08DP020PN,Nallur
14888,Namakkal,Paramathi velur (Tk),Nallur,08DP021PY,Musal naicken palayam
14889,Namakkal,Paramathi velur (Tk),Nallur,08DP021P1,Kavundipalayam
14890,Namakkal,Paramathi velur (Tk),Nanjai Edayar,08DP013PN,Nanchai edaiyur vsp-1
14891,Namakkal,Paramathi velur (Tk),Nanjai Edayar,08DP014PN,Nanchai edaiyur vsp-2
14892,Namakkal,Paramathi velur (Tk),Pandamangalam,08DP080PN,pandamangalam3
14893,Namakkal,Paramathi velur (Tk),Pandamangalam,08DP008PN,Pandamangalam vsp-1
14894,Namakkal,Paramathi velur (Tk),Pandamangalam,08DP009PN,Pandamangalam vsp-2
14895,Namakkal,Paramathi velur (Tk),Paramathi,08DP103PN,Paramathy vsp- 3
14896,Namakkal,Paramathi velur (Tk),Paramathi,08DP109PN,Oviyamapalayam
14897,Namakkal,Paramathi velur (Tk),Paramathi,08DP001PN,Paramathy vsp-1
14898,Namakkal,Paramathi velur (Tk),Paramathi,08DP002PY,Paramathy vsp-2
14899,Namakkal,Paramathi velur (Tk),Paramathi,08DP002P1,Mavureddi
14900,Namakkal,Paramathi velur (Tk),Peramandam palayam,08DP068PN,Peramandampalayam
14901,Namakkal,Paramathi velur (Tk),Periya soli palayam,08DP062PN,Periya soli palayam
14902,Namakkal,Paramathi velur (Tk),Periya soli palayam,08DP064PN,Ciru kinathu palayam
14903,Namakkal,Paramathi velur (Tk),Periya soli palayam,08DP087PN,Kumarasamipalayam
14904,Namakkal,Paramathi velur (Tk),Perunkguruchi,08DP041PN,Perunkguruchi
14905,Namakkal,Paramathi velur (Tk),Pilikkal palayam,08DP057PY,Pilikkal palayam vsp-1
14906,Namakkal,Paramathi velur (Tk),Pilikkal palayam,08DP057P1,Chinnamaruthur
14907,Namakkal,Paramathi velur (Tk),Pilikkal palayam,08DP105PN,Pelikkal palayam vsp-2
14908,Namakkal,Paramathi velur (Tk),Pillur,08DP036PN,Pillur
14909,Namakkal,Paramathi velur (Tk),Pirandagam,08DP027PN,Pranthagam
14910,Namakkal,Paramathi velur (Tk),Pothanur,08DP079PN,pothanure5
14911,Namakkal,Paramathi velur (Tk),Pothanur,08DP102PN,Pothanur  vsp-4
14912,Namakkal,Paramathi velur (Tk),Pothanur,08DP106PN,Pothanure vsp- 7
14913,Namakkal,Paramathi velur (Tk),Pothanur,08DP107PN,Pothanure  vsp-8
14914,Namakkal,Paramathi velur (Tk),Pothanur,08DP108PN,Pothanure  vsp-9
14915,Namakkal,Paramathi velur (Tk),Pothanur,08DP003PN,Pothanur vsp-1
14916,Namakkal,Paramathi velur (Tk),Pothanur,08DP004PN,Pothanur vsp2
14917,Namakkal,Paramathi velur (Tk),Pothanur,08DP005PN,Pothanur vsp-3
14918,Namakkal,Paramathi velur (Tk),Pothanur,08DP006PN,Davaraya samudram
14919,Namakkal,Paramathi velur (Tk),Punchai edayar  kilmugam,08DP076PN,Punchai edayar.kilmugam
14920,Namakkal,Paramathi velur (Tk),Punchai edayar  kilmugam,08DP077PY,Unjapalayam
14921,Namakkal,Paramathi velur (Tk),Punchai edayar  kilmugam,08DP077P1,Kattamara palayam
14922,Namakkal,Paramathi velur (Tk),Ramadevam,08DP029PY,Ramadevam
14923,Namakkal,Paramathi velur (Tk),Ramadevam,08DP029P1,Vadivelampalayam
14924,Namakkal,Paramathi velur (Tk),S kondalam,08DP059PY,S.kondalam
14925,Namakkal,Paramathi velur (Tk),S kondalam,08DP059P1,Nettayam  palayam
14926,Namakkal,Paramathi velur (Tk),S kondalam,08DP059P2,Meenatchi palayam
14927,Namakkal,Paramathi velur (Tk),Sarkar Manappalli,08DP069PN,Ganesapuram
14928,Namakkal,Paramathi velur (Tk),Sarkar Manappalli,08DP070PY,Manappalli
14929,Namakkal,Paramathi velur (Tk),Sarkar Manappalli,08DP070P1,Ealaikattuputhure
14930,Namakkal,Paramathi velur (Tk),Sarkar serukali,08DP023PY,S.Pudupalayam
14931,Namakkal,Paramathi velur (Tk),Sarkar serukali,08DP023P1,Serukalai
14932,Namakkal,Paramathi velur (Tk),selur,08DP058PY,Sanar palayam
14933,Namakkal,Paramathi velur (Tk),selur,08DP058P1,Sellappam palayam
14934,Namakkal,Paramathi velur (Tk),Sengappalli,08DP073PY,Sengappalli
14935,Namakkal,Paramathi velur (Tk),Sengappalli,08DP073P1,Periyakarasa palayam
14936,Namakkal,Paramathi velur (Tk),Sirapalli,08DP033PN,Seerapalli
14937,Namakkal,Paramathi velur (Tk),Sircar valavanthi,08DP074PY,S.valavanthi
14938,Namakkal,Paramathi velur (Tk),Sircar valavanthi,08DP074P1,Chinnagarasa palayam
14939,Namakkal,Paramathi velur (Tk),Siru nalli koil,08DP052PN,Ciru nalli koil
14940,Namakkal,Paramathi velur (Tk),Sittampoondi,08DP030PN,Siddampondy
14941,Namakkal,Paramathi velur (Tk),Sittampoondi,08DP031PY,Kondarasam  palayam
14942,Namakkal,Paramathi velur (Tk),Sittampoondi,08DP031P1,Chinnampalayam
14943,Namakkal,Paramathi velur (Tk),Solasiramani,08DP045PN,Solasiramani vsp-1
14944,Namakkal,Paramathi velur (Tk),Solasiramani,08DP046PY,Solasiramani vsp-2
14945,Namakkal,Paramathi velur (Tk),Solasiramani,08DP046P1,Solasiramani vsp-3
14946,Namakkal,Paramathi velur (Tk),Sullipalayam,08DP044PN,Sullipalayam
14947,Namakkal,Paramathi velur (Tk),sungakaram patty,08DP026PN,sungaram patty
14948,Namakkal,Paramathi velur (Tk),T gaundam palayam,08DP051PN,T.gaundampalayam
14949,Namakkal,Paramathi velur (Tk),Thidumal,08DP050PN,Thidumal
14950,Namakkal,Paramathi velur (Tk),Vadagarai Atthur,08DP056PN,Vadakaraiatthur
14951,Namakkal,Paramathi velur (Tk),Vadagarai Atthur,08DP119PY,Jedar palayam
14952,Namakkal,Paramathi velur (Tk),Vadagarai Atthur,08DP119P1,Moolakkadai
14953,Namakkal,Paramathi velur (Tk),Velur,08DP104PN,P.E.West2
14954,Namakkal,Paramathi velur (Tk),Velur,08DB001PN,Pothanur  vsp-6
14955,Namakkal,Paramathi velur (Tk),Velur,08DC001PN,Velur ncms-1
